country,age,gender,occupation,education_level,income_usd,daily_screen_time_hours,phone_unlocks_per_day,social_media_usage_hours,gaming_usage_hours,streaming_usage_hours,messaging_usage_hours,work_related_usage_hours,sleep_hours,physical_activity_hours,mental_health_score,depression_score,anxiety_score,stress_level,relationship_status,has_children,urban_or_rural,time_spent_with_family_hours,online_shopping_hours,has_screen_time_management_app,self_reported_addiction_level,monthly_data_usage_gb,has_night_mode_on,age_first_phone,push_notifications_per_day,tech_savviness_score,education_level_encoded,relationship_status_encoded,urban_or_rural_encoded,self_reported_addiction_level_encoded,gender_encoded,screen_time_bin,age_group,Screen_Time_Category,gender_Female,gender_Male,gender_Other,relationship_status_Divorced,relationship_status_In Relationship,relationship_status_Married,relationship_status_Single,is_rural,is_urban,has_children_0,has_children_1,Total_Entertainment_Hours,Overall_Mental_Health_Index,Anomali,Cluster,Outlier,Type,Stress_Category
5,63,2,3,2,44967.84,4.24,89,1.72,3.51,1.22,1.39,3.03,6.04,1.17,96.23,96.41,75.33,18.7,0,0,1,1.62,1.05,1,0,22.49,0,13,86,54.42,3.0,4,1,3,3,2,3,2,0,0,1,1,0,0,0,False,True,True,False,7.839999999999999,32.75000000000001,1,-1,False,0,1
2,45,0,3,2,47406.61,6.0,106,2.28,2.34,1.54,1.86,1.06,6.91,1.59,5.36,14.32,4.45,50.78,0,0,0,1.72,0.59,0,2,19.69,0,17,95,89.66,3.0,4,2,2,2,2,1,0,1,0,0,1,0,0,0,True,False,True,False,8.02,-17.823333333333334,1,-1,False,0,1
0,12,2,5,2,34187.84,7.53,83,2.32,1.9,1.66,1.56,1.37,7.54,0.81,39.52,3.93,6.2,31.39,2,1,0,1.59,0.09,0,0,38.44,0,8,86,43.73,3.0,3,2,3,3,3,4,0,0,0,1,0,0,1,0,True,False,False,True,7.44,25.68,1,-1,False,0,1
4,44,0,1,3,31669.47,8.7,78,2.7,2.23,0.55,1.34,0.69,8.06,1.07,35.53,81.68,27.21,3.35,3,0,1,0.87,0.38,1,1,16.33,1,14,65,64.29,4.0,1,1,1,2,4,1,3,1,0,0,0,0,0,1,False,True,True,False,6.819999999999999,-1.8833333333333329,1,-1,False,0,1
4,56,1,1,2,8412.06,3.34,53,0.88,1.73,2.64,1.56,2.03,6.5,1.18,42.34,62.71,50.66,47.46,1,0,0,1.32,1.38,0,0,11.2,1,16,90,69.79,3.0,2,2,3,1,1,2,2,0,1,0,0,1,0,0,True,False,True,False,6.8100000000000005,-11.269999999999987,1,-1,False,0,1
9,61,2,0,3,27291.87,1.95,140,1.87,1.62,1.97,0.59,1.69,5.37,1.25,46.51,68.27,22.41,58.12,1,0,0,1.42,0.88,1,2,7.55,1,16,74,89.34,4.0,2,2,2,3,0,3,1,0,0,1,0,1,0,0,True,False,True,False,6.05,-3.0899999999999963,1,-1,False,0,1
9,24,2,6,1,31987.63,6.86,52,2.58,1.36,0.0,0.67,1.41,6.84,0.85,90.57,72.92,1.29,99.69,2,1,1,1.18,0.31,1,0,41.81,0,15,111,99.41,1.0,3,1,3,3,3,4,0,0,0,1,0,0,1,0,False,True,False,True,4.61,32.603333333333325,1,-1,False,0,0
0,28,1,1,2,19753.22,6.43,43,1.27,2.26,2.57,1.11,3.37,7.96,0.82,96.21,61.56,56.0,19.02,2,1,1,1.28,0.07,1,2,11.0,1,8,99,81.6,3.0,3,1,2,1,3,0,0,0,1,0,0,0,1,0,False,True,False,True,7.21,50.68333333333333,1,-1,False,0,1
1,16,2,0,0,38861.92,5.28,81,2.23,1.37,2.25,1.33,2.42,4.82,1.39,39.67,74.74,43.14,98.89,3,0,0,1.67,1.62,0,2,23.01,0,9,101,54.89,1.0,1,2,2,3,2,4,0,0,0,1,0,0,0,1,True,False,True,False,7.18,-32.58666666666666,1,-1,False,0,0
6,31,1,1,2,25084.03,4.99,88,2.26,0.0,1.74,1.72,2.16,7.4,1.36,73.14,60.11,79.93,92.75,3,1,0,1.66,0.21,1,3,40.23,1,14,133,91.38,3.0,1,2,4,1,2,0,2,0,1,0,0,0,0,1,True,False,False,True,5.72,-4.456666666666678,1,-1,False,0,0
6,60,2,2,3,29153.91,4.57,64,1.87,2.51,0.99,1.93,2.25,8.41,2.25,52.59,91.46,86.34,79.14,1,0,1,2.45,0.51,0,0,31.23,0,9,80,44.01,4.0,2,1,3,3,2,2,2,0,0,1,0,1,0,0,False,True,True,False,7.3,-33.05666666666666,1,-1,False,0,2
2,14,0,3,0,67876.41,5.74,90,2.65,1.51,0.81,1.24,2.23,6.09,1.81,4.85,62.7,11.42,53.47,3,0,1,1.33,0.86,1,1,22.03,1,14,103,28.1,1.0,1,1,1,2,2,4,0,1,0,0,0,0,0,1,False,True,True,False,6.210000000000001,-37.68,1,-1,False,0,1
5,68,0,1,1,7941.55,4.34,39,2.44,2.18,0.88,1.02,4.83,6.0,1.04,99.61,75.34,97.29,89.4,2,1,0,0.59,1.05,1,1,14.29,0,12,104,24.28,1.0,3,2,1,2,2,3,2,1,0,0,0,0,1,0,True,False,False,True,6.52,12.266666666666652,1,-1,True,1,0
0,32,1,5,1,35405.59,9.37,94,3.91,0.52,1.72,2.63,2.4,7.52,1.39,48.08,48.54,5.39,74.06,3,0,0,1.43,1.12,1,0,17.89,0,12,142,25.41,1.0,1,2,3,1,4,0,3,0,1,0,0,0,0,1,True,False,True,False,8.78,5.416666666666664,1,-1,False,0,2
8,70,0,6,1,40342.26,4.48,64,3.5,1.85,1.77,0.35,1.57,5.83,1.07,98.61,37.5,98.17,32.14,0,1,0,1.73,1.12,0,1,35.61,1,10,71,39.81,1.0,4,2,1,2,2,3,2,1,0,0,1,0,0,0,True,False,False,True,7.469999999999999,42.67333333333333,1,-1,False,0,1
2,45,0,1,1,21726.48,4.22,76,2.04,2.29,2.77,0.88,2.15,7.37,0.74,11.09,19.5,70.22,54.21,3,0,1,2.9,1.27,0,2,33.26,1,8,98,86.08,1.0,1,1,2,2,2,1,2,1,0,0,0,0,0,1,False,True,True,False,7.98,-36.88666666666667,1,-1,False,0,1
1,48,0,6,2,18267.92,7.88,102,1.95,0.29,3.29,1.05,4.52,7.16,0.65,25.66,4.63,59.62,40.0,0,0,0,1.41,0.86,1,0,21.68,1,13,114,9.55,3.0,4,2,3,2,3,2,0,1,0,0,1,0,0,0,True,False,True,False,6.579999999999999,-9.09,1,-1,False,0,1
5,44,1,6,3,46196.49,3.41,117,2.47,2.07,2.44,1.01,1.41,6.74,0.42,48.6,33.54,36.23,36.98,3,0,1,0.8,0.56,1,0,18.01,0,18,105,56.35,4.0,1,1,3,1,1,1,2,0,1,0,0,0,0,1,False,True,True,False,7.99,13.016666666666666,1,-1,False,0,1
5,67,0,3,2,12166.52,7.41,99,4.05,1.93,0.44,1.31,2.96,6.9,1.11,50.83,71.38,27.37,76.94,3,1,1,1.37,0.36,0,3,18.28,1,15,82,25.23,3.0,1,1,4,2,3,3,0,1,0,0,0,0,0,1,False,True,False,True,7.73,-7.733333333333334,1,-1,False,0,2
9,44,0,1,1,33632.93,2.38,119,2.46,2.09,0.93,1.84,1.37,6.34,1.47,38.22,70.5,94.6,84.55,3,0,0,2.36,1.86,1,3,19.02,0,12,114,53.51,1.0,1,2,4,2,1,1,2,1,0,0,0,0,0,1,True,False,True,False,7.319999999999999,-44.99666666666667,1,-1,False,0,0
3,22,0,2,1,39847.78,8.44,104,2.02,1.76,0.12,1.89,1.73,6.1,1.32,49.18,99.75,9.41,48.89,0,0,0,0.99,1.15,1,0,22.66,1,12,70,32.09,1.0,4,2,3,2,4,4,3,1,0,0,1,0,0,0,True,False,True,False,5.79,-3.5033333333333303,1,-1,False,0,1
4,32,0,6,1,30747.02,6.74,52,1.99,3.25,1.68,1.32,3.24,6.27,0.7,86.71,62.8,27.68,45.1,3,1,0,1.85,1.06,0,0,24.5,1,10,102,66.79,1.0,1,2,3,2,3,0,0,1,0,0,0,0,0,1,True,False,False,True,8.24,41.51666666666666,1,-1,False,0,1
1,60,0,2,1,23671.21,3.98,68,2.1,2.05,1.55,1.36,2.99,7.62,0.21,96.33,27.96,99.27,14.77,3,1,1,2.9,0.23,0,3,45.34,1,16,56,42.46,1.0,1,1,4,2,1,2,2,1,0,0,0,0,0,1,False,True,False,True,7.0600000000000005,48.99666666666666,1,-1,False,0,1
2,38,0,6,1,35434.82,3.01,73,2.27,1.74,2.46,1.08,1.48,6.6,0.34,92.27,3.94,96.49,27.4,0,1,0,1.6,0.64,0,3,21.91,1,17,82,64.05,1.0,4,2,4,2,1,1,2,1,0,0,1,0,0,0,True,False,False,True,7.55,49.66,1,-1,False,0,1
1,64,2,7,1,28174.2,7.12,86,0.0,2.26,2.19,0.82,1.07,4.43,1.54,15.7,51.93,32.84,47.5,3,1,0,1.73,0.58,0,0,36.99,1,10,149,50.63,1.0,1,2,3,3,3,3,0,0,0,1,0,0,0,1,True,False,False,True,5.27,-28.390000000000004,1,-1,False,0,1
7,25,2,6,3,59149.07,4.29,84,2.25,0.54,0.36,0.99,1.57,7.35,1.19,46.55,83.05,97.09,57.08,1,1,1,2.35,0.8,0,1,29.06,0,13,65,68.7,4.0,2,1,1,3,2,4,2,0,0,1,0,1,0,0,False,True,False,True,4.14,-32.52333333333334,1,-1,False,0,1
6,49,1,2,1,2618.71,5.21,85,1.86,0.69,0.0,1.79,1.54,6.8,1.19,56.58,47.24,57.19,40.91,0,0,1,1.22,0.76,1,1,17.84,1,8,86,23.37,1.0,4,1,1,1,2,2,0,0,1,0,1,0,0,0,False,True,True,False,4.34,8.133333333333333,1,-1,False,0,1
8,66,1,6,0,58968.37,7.44,99,3.35,1.61,2.32,0.95,0.42,4.13,0.16,1.76,9.06,6.56,25.19,3,1,0,2.23,0.59,0,0,31.7,1,8,128,76.85,1.0,1,2,3,1,3,3,0,0,1,0,0,0,0,1,True,False,False,True,8.229999999999999,-11.843333333333334,1,-1,True,1,1
8,37,0,6,2,32907.92,8.24,89,2.52,1.64,1.81,1.75,2.56,6.6,1.32,82.38,44.53,50.54,91.99,0,0,0,0.18,0.6,1,2,23.62,0,9,84,11.26,3.0,4,2,2,2,4,1,3,1,0,0,1,0,0,0,True,False,True,False,7.720000000000001,20.02666666666667,1,-1,False,0,0
5,53,0,2,0,55455.15,6.57,72,0.0,3.35,0.94,1.57,3.07,6.61,0.91,83.85,73.12,0.12,50.37,0,0,0,1.27,1.2,1,1,17.22,1,11,103,97.15,1.0,4,2,1,2,3,2,0,1,0,0,1,0,0,0,True,False,True,False,5.86,42.646666666666654,1,-1,False,0,1
9,69,2,3,1,23430.69,8.79,104,2.47,2.0,2.69,1.09,3.91,6.44,1.28,45.37,1.96,7.36,56.98,2,1,1,3.25,1.13,1,0,35.51,1,14,128,9.93,1.0,3,1,3,3,4,3,3,0,0,1,0,0,1,0,False,True,False,True,8.25,23.27,1,-1,False,0,1
3,25,1,7,2,19031.72,4.32,119,2.36,0.0,2.95,1.38,2.02,5.97,0.43,18.1,77.38,10.97,72.65,1,0,1,1.05,0.0,0,3,7.46,0,20,115,30.7,3.0,2,1,4,1,2,4,2,0,1,0,0,1,0,0,False,True,True,False,6.69,-35.56666666666666,1,-1,False,0,2
1,55,2,1,0,57438.63,5.17,106,2.22,2.16,1.06,1.6,3.36,5.64,0.38,97.98,94.83,10.15,53.88,2,0,0,1.74,1.08,1,0,21.06,0,15,130,10.99,1.0,3,2,3,3,2,2,0,0,0,1,0,0,1,0,True,False,True,False,7.040000000000001,45.026666666666664,1,-1,False,0,1
4,23,1,3,1,15221.85,10.86,83,1.63,1.41,3.03,1.54,1.96,6.22,0.99,39.89,3.75,25.98,17.11,0,1,1,2.9,1.18,0,2,32.57,1,17,68,33.22,1.0,4,1,2,1,4,4,3,0,1,0,1,0,0,0,False,True,False,True,7.61,24.276666666666664,1,-1,False,0,1
1,46,2,0,0,24219.23,7.44,73,1.71,0.35,1.48,0.91,1.47,6.94,0.44,12.85,51.29,14.8,89.04,0,1,0,1.75,1.34,1,0,18.46,0,9,94,23.1,1.0,4,2,3,3,3,2,0,0,0,1,1,0,0,0,True,False,False,True,4.45,-38.86000000000001,1,-1,False,0,0
6,60,2,4,2,60388.04,4.07,83,0.0,0.41,1.17,2.09,0.59,4.31,2.06,89.81,86.81,91.2,32.84,1,1,1,0.6,0.0,0,2,38.88,0,15,146,15.68,3.0,2,1,2,3,2,2,2,0,0,1,0,1,0,0,False,True,False,True,3.67,19.526666666666657,-1,-1,True,1,1
5,34,2,1,2,30875.75,5.81,65,0.41,1.29,1.19,1.53,3.28,5.73,1.22,63.36,96.37,73.4,9.63,3,1,0,2.75,1.58,1,0,12.68,0,12,101,22.03,3.0,1,2,3,3,2,0,0,0,0,1,0,0,0,1,True,False,False,True,4.42,3.559999999999995,1,-1,False,0,1
3,67,0,5,2,38154.02,8.55,88,2.77,2.76,3.09,1.38,2.29,6.23,0.15,85.58,3.83,42.11,19.93,2,1,0,0.51,0.43,1,0,10.31,0,13,121,59.7,3.0,3,2,3,2,4,3,3,1,0,0,0,0,1,0,True,False,False,True,10.0,63.623333333333335,1,-1,False,0,1
0,60,1,0,1,35720.06,5.56,116,2.32,2.03,1.28,1.8,2.48,6.05,1.12,58.27,86.78,86.67,31.55,0,1,1,2.19,1.27,1,0,29.15,1,15,147,74.09,1.0,4,1,3,1,2,2,0,0,1,0,1,0,0,0,False,True,False,True,7.43,-10.063333333333324,1,-1,False,0,1
5,52,2,0,2,12601.95,4.99,80,2.42,1.45,3.03,1.6,0.86,6.26,1.17,91.14,80.1,36.49,22.77,1,1,1,0.01,0.82,0,1,29.33,1,11,61,60.71,3.0,2,1,1,3,2,2,2,0,0,1,0,1,0,0,False,True,False,True,8.5,44.686666666666675,1,-1,False,0,1
0,68,2,7,3,-3750.82,4.41,111,2.83,2.19,2.07,2.08,1.14,7.08,2.03,23.15,75.06,3.37,11.29,3,1,0,0.83,1.36,0,3,14.63,0,8,124,69.01,4.0,1,2,4,3,2,3,2,0,0,1,0,0,0,1,True,False,False,True,9.17,-6.756666666666668,1,-1,True,1,1
7,62,1,3,0,47156.29,5.72,97,1.79,1.09,1.09,1.12,0.28,4.94,1.55,72.84,51.46,59.75,51.46,3,1,1,1.83,0.69,0,1,42.91,0,11,94,91.09,1.0,1,1,1,1,2,3,0,0,1,0,0,0,0,1,False,True,False,True,5.09,18.616666666666667,1,-1,False,0,1
9,64,0,7,1,33806.17,6.99,46,1.9,1.39,2.54,2.0,2.52,7.54,1.29,68.08,43.58,88.04,95.12,2,1,0,0.73,0.32,1,2,20.21,1,19,141,65.96,1.0,3,2,2,2,3,3,0,1,0,0,0,0,1,0,True,False,False,True,7.83,-7.5,1,-1,False,0,0
4,49,1,3,3,12352.04,6.99,63,1.55,1.41,2.4,1.56,2.53,4.68,0.13,57.65,4.96,67.1,54.23,1,0,1,1.21,1.2,0,1,7.77,0,14,71,53.97,4.0,2,1,1,1,3,2,0,0,1,0,0,1,0,0,False,True,True,False,6.92,15.553333333333336,1,-1,False,0,1
1,33,0,1,1,37558.98,6.6,85,1.49,0.14,2.9,0.84,1.76,6.79,2.08,74.25,52.24,4.24,88.92,2,0,0,0.28,0.81,1,1,18.25,0,17,103,43.54,1.0,3,2,1,2,3,0,0,1,0,0,0,0,1,0,True,False,True,False,5.369999999999999,25.78333333333333,1,-1,False,0,0
2,32,0,3,3,52683.29,4.49,20,1.77,0.82,1.35,1.09,1.67,7.85,0.85,4.84,53.49,0.31,52.86,2,0,0,0.0,0.87,0,2,21.37,1,15,107,86.8,4.0,3,2,2,2,2,0,2,1,0,0,0,0,1,0,True,False,True,False,5.03,-30.713333333333335,1,-1,False,0,1
6,31,0,4,0,31259.0,6.68,87,4.09,0.96,0.93,1.81,2.86,7.8,1.48,61.87,45.68,17.8,6.95,1,0,0,1.51,0.84,1,1,26.15,0,15,110,90.91,1.0,2,2,1,2,3,0,0,1,0,0,0,1,0,0,True,False,True,False,7.789999999999999,38.39333333333333,1,-1,False,0,1
6,46,0,0,2,43820.22,8.36,29,2.63,-0.0,1.32,1.31,1.16,5.44,1.47,84.56,64.61,59.2,50.98,2,1,1,2.35,0.19,1,1,12.98,0,16,83,39.84,3.0,3,1,1,2,4,2,3,1,0,0,0,0,1,0,False,True,False,True,5.26,26.29666666666666,1,-1,False,0,1
6,33,2,0,2,27998.57,8.09,110,1.7,0.7,0.0,1.19,1.75,8.17,0.48,39.79,97.86,90.76,35.87,2,0,0,1.9,0.72,1,0,24.96,1,8,146,13.82,3.0,3,2,3,3,4,0,3,0,0,1,0,0,1,0,True,False,True,False,3.59,-35.04,1,-1,False,0,1
0,15,0,2,1,55566.01,6.01,106,1.26,0.96,2.11,1.12,3.54,7.7,1.57,57.11,97.28,68.82,57.76,2,1,0,1.93,0.69,0,0,25.51,0,13,83,0.23,1.0,3,2,3,2,3,4,0,1,0,0,0,0,1,0,True,False,False,True,5.45,-17.50999999999999,1,-1,False,0,1
5,51,1,2,1,23855.38,6.07,105,2.8,2.74,1.89,0.92,1.84,7.34,0.72,82.88,69.66,46.15,44.01,2,0,1,2.31,1.36,1,2,10.35,1,16,89,41.14,1.0,3,1,2,1,3,2,0,0,1,0,0,0,1,0,False,True,True,False,8.35,29.606666666666666,1,-1,False,0,1
1,65,2,6,1,29674.47,7.34,61,2.88,2.45,2.94,1.82,2.79,7.64,0.61,32.86,83.13,11.35,49.88,2,0,1,2.24,0.52,0,2,20.83,0,15,77,55.13,1.0,3,1,2,3,3,3,0,0,0,1,0,0,1,0,False,True,True,False,10.09,-15.259999999999998,1,-1,False,0,1
9,22,0,4,2,60401.61,7.34,32,2.67,1.37,3.59,0.72,2.03,5.93,1.12,0.37,61.9,40.4,15.64,2,1,0,1.77,1.49,1,2,22.26,0,15,112,79.88,3.0,3,2,2,2,3,4,0,1,0,0,0,0,1,0,True,False,False,True,8.35,-38.943333333333335,1,-1,False,0,1
4,40,0,6,2,20172.92,3.15,94,2.17,2.29,0.84,0.84,3.28,6.29,0.53,27.89,72.5,28.6,21.45,3,1,0,0.98,0.5,0,2,41.4,1,18,50,53.81,3.0,1,2,2,2,1,1,2,1,0,0,0,0,0,1,True,False,False,True,6.14,-12.96,1,-1,False,0,1
7,24,1,7,2,-795.23,8.71,92,1.3,0.0,0.86,1.45,1.02,7.48,0.93,83.99,16.59,81.74,87.45,0,0,1,1.91,0.25,0,1,22.76,0,16,117,70.04,3.0,4,1,1,1,4,4,3,0,1,0,1,0,0,0,False,True,True,False,3.61,22.063333333333325,1,-1,False,0,0
0,58,0,3,1,37766.2,5.54,57,2.51,2.27,2.65,1.37,3.18,5.42,1.2,48.07,25.57,28.97,92.66,2,0,1,0.8,0.69,0,3,28.6,0,8,120,93.76,1.0,3,1,4,2,2,2,0,1,0,0,0,0,1,0,False,True,True,False,8.8,-0.9966666666666626,1,-1,False,0,0
9,65,2,7,0,923.9,9.87,71,3.52,0.88,3.04,1.77,3.15,8.37,0.6,37.46,83.87,65.24,94.76,2,0,1,1.75,0.74,1,2,33.42,0,12,98,81.94,1.0,3,1,2,3,4,3,3,0,0,1,0,0,1,0,False,True,True,False,9.21,-43.830000000000005,1,-1,False,0,0
9,39,2,7,1,31677.33,6.29,112,1.71,1.54,2.77,1.57,3.03,6.46,0.87,24.97,48.1,10.93,41.75,1,0,0,1.75,0.0,0,3,26.77,0,15,68,63.51,1.0,2,2,4,3,3,1,0,0,0,1,0,1,0,0,True,False,True,False,7.59,-8.623333333333335,1,-1,False,0,1
8,55,1,2,1,38742.07,1.31,53,1.31,1.94,3.98,1.78,3.01,6.07,0.58,2.32,33.72,69.31,75.18,2,0,1,2.46,1.99,0,0,31.02,0,9,75,51.46,1.0,3,1,3,1,0,2,1,0,1,0,0,0,1,0,False,True,True,False,9.01,-57.083333333333336,1,-1,True,1,2
4,33,1,0,1,11999.51,2.19,34,3.12,0.17,1.14,1.81,2.9,6.72,0.46,63.28,78.71,61.01,0.24,0,1,1,2.87,0.22,0,0,13.43,1,12,96,49.24,1.0,4,1,3,1,1,0,2,0,1,0,1,0,0,0,False,True,False,True,6.24,16.626666666666672,1,-1,False,0,1
8,43,2,7,2,37796.48,8.68,105,2.21,2.28,1.27,1.75,2.24,6.95,0.77,27.14,77.49,15.19,82.71,0,1,0,1.37,1.11,0,1,39.62,1,10,69,90.97,3.0,4,2,1,3,4,1,3,0,0,1,1,0,0,0,True,False,False,True,7.51,-31.32333333333333,1,-1,False,0,0
4,60,2,6,3,25249.17,3.47,108,3.63,0.71,3.9,1.24,0.66,8.4,0.0,87.45,17.5,53.04,76.82,3,0,0,1.44,1.42,0,0,22.15,0,18,110,11.02,4.0,1,2,3,3,1,2,2,0,0,1,0,0,0,1,True,False,True,False,9.48,38.330000000000005,1,-1,True,1,2
6,28,1,1,0,17531.08,8.64,33,3.53,0.0,2.77,1.66,4.98,9.84,0.93,33.3,86.37,50.18,11.53,0,1,0,2.42,0.52,1,1,26.35,0,14,145,69.6,1.0,4,2,1,1,4,0,3,0,1,0,1,0,0,0,True,False,False,True,7.96,-16.06000000000001,-1,-1,True,1,1
9,43,1,4,0,43275.82,6.19,100,1.44,3.4,0.14,2.33,2.97,6.43,0.89,63.19,85.91,86.49,23.45,3,0,1,0.79,0.98,1,3,28.16,0,8,75,66.45,1.0,1,1,4,1,3,1,0,0,1,0,0,0,0,1,False,True,True,False,7.31,-2.0933333333333337,1,-1,False,0,1
8,23,1,5,1,17445.75,6.06,104,0.91,0.0,2.15,1.63,2.46,6.35,1.15,60.77,1.07,80.46,47.41,3,0,1,1.09,1.39,0,2,25.61,0,15,111,6.04,1.0,1,1,2,1,3,4,0,0,1,0,0,0,0,1,False,True,True,False,4.6899999999999995,17.790000000000006,1,-1,False,0,1
5,13,1,7,1,48545.78,8.68,98,2.95,1.32,2.15,1.86,2.47,7.86,0.6,30.1,99.43,80.36,58.8,3,1,0,2.38,0.32,1,1,32.07,1,20,113,2.65,1.0,1,2,1,1,4,4,3,0,1,0,0,0,0,1,True,False,False,True,8.28,-49.430000000000014,1,-1,False,0,1
8,25,1,5,1,16399.54,6.75,90,2.1,1.56,2.4,1.27,1.07,8.02,1.24,32.19,48.37,83.67,9.9,2,1,1,-0.0,0.02,1,0,28.19,1,14,162,8.19,1.0,3,1,3,1,3,4,0,0,1,0,0,0,1,0,False,True,False,True,7.33,-15.123333333333337,1,-1,False,0,1
2,36,1,4,0,20125.29,4.01,90,3.32,1.33,3.24,1.93,1.71,5.71,0.39,30.84,78.39,42.79,6.42,1,1,0,0.7,1.16,1,1,19.67,0,17,121,16.24,1.0,2,2,1,1,2,1,2,0,1,0,0,1,0,0,True,False,False,True,9.82,-11.693333333333332,1,-1,False,0,1
0,23,1,1,3,46035.34,7.4,61,1.12,1.82,3.17,1.17,1.49,5.95,0.53,51.83,32.36,58.42,43.12,0,0,0,1.69,0.19,0,3,12.29,0,11,54,7.06,4.0,4,2,4,1,3,4,0,0,1,0,1,0,0,0,True,False,True,False,7.28,7.1966666666666725,1,-1,False,0,1
2,32,1,5,3,39144.46,6.99,85,2.59,1.04,0.14,1.46,2.51,6.72,1.14,56.83,32.75,31.98,80.82,2,1,0,1.74,0.33,1,3,27.2,0,16,122,82.39,4.0,3,2,4,1,3,0,0,0,1,0,0,0,1,0,True,False,False,True,5.23,8.31333333333334,1,-1,False,0,0
7,48,2,3,1,18625.76,4.86,69,1.62,0.7,2.7,2.07,2.09,7.21,1.44,85.29,58.19,69.65,18.91,0,1,0,0.81,1.36,0,1,33.17,0,16,139,69.62,1.0,4,2,1,3,2,2,2,0,0,1,1,0,0,0,True,False,False,True,7.09,36.37333333333334,1,-1,False,0,1
9,47,1,3,0,31459.87,7.79,83,2.81,1.62,1.59,1.81,0.9,6.62,0.21,30.83,78.96,6.82,46.25,2,0,1,0.78,1.59,1,1,28.33,1,19,64,1.38,1.0,3,1,1,1,3,2,0,0,1,0,0,0,1,0,False,True,True,False,7.83,-13.18,1,-1,False,0,1
3,53,1,0,3,56640.16,6.87,69,2.56,0.27,1.41,1.84,2.99,8.21,1.15,27.44,91.92,71.56,49.05,0,1,1,1.14,0.0,1,2,18.28,0,15,60,60.96,4.0,4,1,2,1,3,2,0,0,1,0,1,0,0,0,False,True,False,True,6.08,-43.403333333333336,1,-1,False,0,1
0,28,1,6,2,28411.9,6.06,137,2.03,2.87,3.32,1.36,1.55,5.78,0.68,44.29,26.58,88.42,57.66,0,1,0,2.17,0.0,1,3,13.23,0,17,112,60.46,3.0,4,2,4,1,3,0,0,0,1,0,1,0,0,0,True,False,False,True,9.58,-13.263333333333335,1,-1,False,0,1
7,29,0,3,1,45000.44,5.12,58,0.0,0.0,2.81,1.46,1.46,6.31,1.75,57.54,25.41,12.79,66.42,3,0,0,0.27,0.64,1,3,24.85,1,8,165,78.43,1.0,1,2,4,2,2,0,0,1,0,0,0,0,0,1,True,False,True,False,4.27,22.666666666666664,1,-1,False,0,2
2,47,1,5,2,27292.5,2.96,28,2.08,0.1,1.25,1.59,1.75,7.63,0.69,22.6,31.7,34.09,95.94,0,0,0,3.33,0.46,0,0,21.95,0,8,90,29.92,3.0,4,2,3,1,1,2,2,0,1,0,1,0,0,0,True,False,True,False,5.0200000000000005,-31.31,1,-1,False,0,0
6,17,0,1,0,7548.34,2.13,52,3.85,1.33,3.59,1.49,0.0,6.15,0.14,23.81,67.77,92.22,18.47,0,1,0,0.0,0.47,0,1,27.17,0,15,77,0.79,1.0,4,2,1,2,1,4,2,1,0,0,1,0,0,0,True,False,False,True,10.26,-35.67666666666666,-1,-1,True,1,1
5,43,1,2,1,44107.02,6.29,96,1.36,2.7,1.11,1.47,1.56,6.47,0.42,33.73,48.36,37.46,97.25,3,0,1,1.9,2.33,1,0,22.03,0,12,110,88.3,1.0,1,1,3,1,3,1,0,0,1,0,0,0,0,1,False,True,True,False,6.640000000000001,-27.293333333333344,1,-1,False,0,0
2,42,2,1,1,21959.08,3.79,74,3.29,0.13,1.49,1.67,2.72,6.7,0.05,92.54,49.04,87.53,9.85,1,1,0,2.19,0.41,0,0,31.62,1,13,140,14.92,1.0,2,2,3,3,1,1,2,0,0,1,0,1,0,0,True,False,False,True,6.58,43.733333333333334,1,-1,False,0,1
0,17,1,5,0,36827.71,6.84,114,1.86,0.8,3.11,2.05,2.64,6.83,0.96,89.34,59.94,56.39,45.38,0,1,0,1.79,2.56,1,2,19.91,1,12,30,54.29,1.0,4,2,2,1,3,4,0,0,1,0,1,0,0,0,True,False,False,True,7.819999999999999,35.436666666666675,1,-1,True,1,1
5,22,2,7,3,45800.24,6.48,104,2.98,2.36,2.13,1.76,1.13,6.45,1.04,20.46,43.87,52.84,44.51,0,0,0,1.54,0.39,1,1,17.73,1,16,105,51.81,4.0,4,2,1,3,3,4,0,0,0,1,1,0,0,0,True,False,True,False,9.23,-26.61333333333333,1,-1,False,0,1
6,45,1,0,2,41044.34,5.51,89,1.53,2.4,2.12,1.79,1.3,7.42,1.81,91.96,4.91,82.5,83.8,3,0,0,1.2,1.09,1,2,19.33,0,14,88,52.55,3.0,1,2,2,1,2,1,0,0,1,0,0,0,0,1,True,False,True,False,7.84,34.89,1,-1,False,0,0
1,32,0,6,1,11762.25,10.41,57,1.16,2.22,2.39,1.78,3.38,7.04,1.06,4.45,48.12,2.4,16.23,1,0,1,1.3,0.52,0,2,30.31,1,11,95,47.12,1.0,2,1,2,2,4,0,3,1,0,0,0,1,0,0,False,True,True,False,7.55,-17.8,1,-1,False,0,1
3,62,2,1,0,43970.37,5.85,69,0.0,1.53,2.11,0.83,0.0,8.14,0.65,83.59,16.91,56.3,75.95,0,0,1,1.53,1.03,1,0,40.56,1,9,88,60.84,1.0,4,1,3,3,2,3,0,0,0,1,1,0,0,0,False,True,True,False,4.47,33.870000000000005,1,-1,False,0,2
